# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
slc5a8l	ENSCHAG00000010965	ENSCHAT00000024092	protein_coding	0	2	0	15	0	0	0	4	7	0	0	0	0	2	4
slc6a5	ENSCHAG00000000393	ENSCHAT00000000654	protein_coding	0	0	0	11	0	0	0	3	7	0	0	0	0	0	1
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000021969	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000022965	protein_coding	0	0	0	13	0	0	0	2	7	0	0	0	0	0	4
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000023064	protein_coding	0	0	0	13	0	0	0	2	7	0	0	0	0	0	4
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000023125	protein_coding	0	0	0	13	0	0	0	2	7	0	0	0	0	0	4
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000023159	protein_coding	0	0	0	13	0	0	0	2	7	0	0	0	0	0	4
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000023248	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000023266	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4
slc9a3.2	ENSCHAG00000009668	ENSCHAT00000023326	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4
slc9a5	ENSCHAG00000013270	ENSCHAT00000029982	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
slc9a5	ENSCHAG00000013270	ENSCHAT00000030020	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
slco2a1	ENSCHAG00000019979	ENSCHAT00000046603	protein_coding	0	0	0	27	1	0	0	1	18	0	0	0	0	0	7
slco2a1	ENSCHAG00000019979	ENSCHAT00000046650	protein_coding	0	0	0	18	1	0	0	1	16	0	0	0	0	0	0
smim13	ENSCHAG00000001366	ENSCHAT00000002167	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
sned1	ENSCHAG00000020804	ENSCHAT00000048423	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
sned1	ENSCHAG00000020804	ENSCHAT00000048456	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
sned1	ENSCHAG00000020804	ENSCHAT00000048489	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
sorcs2	ENSCHAG00000006975	ENSCHAT00000020964	protein_coding	0	2	0	23	0	0	0	1	22	0	0	0	0	2	0
sorcs2	ENSCHAG00000006975	ENSCHAT00000021027	protein_coding	0	2	0	23	0	0	0	1	22	0	0	0	0	2	0
sorcs2	ENSCHAG00000006975	ENSCHAT00000021088	protein_coding	0	2	0	23	0	0	0	1	22	0	0	0	0	2	0
sorcs2	ENSCHAG00000006975	ENSCHAT00000021651	protein_coding	0	1	0	24	0	0	0	1	23	0	0	0	0	1	0
sorcs2	ENSCHAG00000006975	ENSCHAT00000021681	protein_coding	0	1	0	24	0	0	0	1	23	0	0	0	0	1	0
sorcs2	ENSCHAG00000006975	ENSCHAT00000021706	protein_coding	0	2	0	17	0	0	0	1	15	0	0	0	0	2	1
sorcs2	ENSCHAG00000006975	ENSCHAT00000021847	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
sorcs2	ENSCHAG00000006975	ENSCHAT00000021972	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0
srd5a3	ENSCHAG00000011636	ENSCHAT00000025614	protein_coding	0	1	0	5	0	0	0	4	1	0	0	1	0	0	1
sst1.2	ENSCHAG00000024352	ENSCHAT00000057794	protein_coding	0	0	0	14	0	0	0	3	6	0	0	0	0	0	5
sst1.2	ENSCHAG00000024352	ENSCHAT00000057800	protein_coding	0	0	0	14	0	0	0	3	6	0	0	0	0	0	5
sst1.2	ENSCHAG00000024367	ENSCHAT00000057806	protein_coding	0	0	0	11	0	0	0	3	0	0	0	0	0	0	8
stoml1	ENSCHAG00000004806	ENSCHAT00000008867	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
stpg1	ENSCHAG00000001040	ENSCHAT00000001642	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	2
stpg1	ENSCHAG00000001040	ENSCHAT00000001660	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	2
strada	ENSCHAG00000009246	ENSCHAT00000019732	protein_coding	0	0	0	11	0	0	0	6	2	0	0	0	0	0	3
strada	ENSCHAG00000009246	ENSCHAT00000019767	protein_coding	0	0	0	11	0	0	0	6	2	0	0	0	0	0	3
strada	ENSCHAG00000009246	ENSCHAT00000019814	protein_coding	0	0	0	11	0	0	0	6	2	0	0	0	0	0	3
strada	ENSCHAG00000009246	ENSCHAT00000019854	protein_coding	0	0	0	10	0	0	0	5	5	0	0	0	0	0	0
sufu	ENSCHAG00000001799	ENSCHAT00000004395	protein_coding	0	0	0	7	0	0	0	1	3	0	0	0	0	0	3
sufu	ENSCHAG00000001799	ENSCHAT00000004541	protein_coding	0	0	0	7	0	0	0	1	3	0	0	0	0	0	3
sufu	ENSCHAG00000001799	ENSCHAT00000004621	protein_coding	0	0	0	7	0	0	0	1	3	0	0	0	0	0	3
sufu	ENSCHAG00000001799	ENSCHAT00000004794	protein_coding	0	0	0	7	0	0	0	1	3	0	0	0	0	0	3
sufu	ENSCHAG00000001799	ENSCHAT00000004888	protein_coding	0	0	0	7	0	0	0	1	3	0	0	0	0	0	3
surf2	ENSCHAG00000012159	ENSCHAT00000027068	protein_coding	0	0	0	7	0	0	0	3	3	0	0	0	0	0	1
surf4	ENSCHAG00000012029	ENSCHAT00000026841	protein_coding	0	0	0	10	0	0	0	2	2	0	0	0	0	0	6
surf4	ENSCHAG00000012029	ENSCHAT00000026873	protein_coding	0	0	0	10	0	0	0	2	2	0	0	0	0	0	6
surf4	ENSCHAG00000012029	ENSCHAT00000026897	protein_coding	0	0	0	10	0	0	0	2	2	0	0	0	0	0	6
surf4	ENSCHAG00000012029	ENSCHAT00000026958	protein_coding	0	0	0	10	0	0	0	2	2	0	0	0	0	0	6
synpo2la	ENSCHAG00000001621	ENSCHAT00000002617	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
syt7a	ENSCHAG00000005897	ENSCHAT00000011494	protein_coding	0	0	0	13	0	0	0	1	12	0	0	0	0	0	0
tbpl1	ENSCHAG00000022560	ENSCHAT00000052966	protein_coding	0	0	0	10	0	0	1	3	3	0	0	0	0	0	3
tbpl1	ENSCHAG00000022560	ENSCHAT00000052976	protein_coding	0	0	0	10	0	0	1	3	3	0	0	0	0	0	3
tbx5a	ENSCHAG00000007003	ENSCHAT00000014068	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
tbx5a	ENSCHAG00000007003	ENSCHAT00000014085	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
tcf21	ENSCHAG00000022568	ENSCHAT00000053001	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
tekt2	ENSCHAG00000001121	ENSCHAT00000001779	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
tex9	ENSCHAG00000014106	ENSCHAT00000031920	protein_coding	0	0	0	8	0	0	0	5	3	0	0	0	0	0	0
tex9	ENSCHAG00000014106	ENSCHAT00000031941	protein_coding	0	0	1	7	0	0	0	5	0	1	0	0	0	0	2
thrap3b	ENSCHAG00000001178	ENSCHAT00000001911	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
timeless	ENSCHAG00000018595	ENSCHAT00000043357	protein_coding	0	0	0	15	0	0	0	5	6	0	0	0	0	0	4
timeless	ENSCHAG00000018595	ENSCHAT00000043394	protein_coding	0	0	0	15	0	0	0	5	6	0	0	0	0	0	4
timeless	ENSCHAG00000018595	ENSCHAT00000043413	protein_coding	0	0	0	15	0	0	0	5	6	0	0	0	0	0	4
timeless	ENSCHAG00000018595	ENSCHAT00000043427	protein_coding	0	0	0	15	0	0	0	5	6	0	0	0	0	0	4
timeless	ENSCHAG00000018595	ENSCHAT00000043440	protein_coding	0	0	0	15	0	0	0	5	6	0	0	0	0	0	4
timeless	ENSCHAG00000018595	ENSCHAT00000043468	protein_coding	0	0	0	11	0	0	0	5	6	0	0	0	0	0	0
tlx3b	ENSCHAG00000003594	ENSCHAT00000006383	protein_coding	0	0	0	11	0	0	0	9	1	0	0	0	0	0	1
tmem108	ENSCHAG00000004998	ENSCHAT00000009251	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	3
tmem170b	ENSCHAG00000001423	ENSCHAT00000002246	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	2
tmem170b	ENSCHAG00000001423	ENSCHAT00000002272	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
tmem232	ENSCHAG00000023400	ENSCHAT00000055108	protein_coding	0	0	1	5	1	0	0	1	3	1	0	0	0	0	0
tmem51b	ENSCHAG00000013317	ENSCHAT00000029924	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
tmem51b	ENSCHAG00000013317	ENSCHAT00000029975	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
tmem51b	ENSCHAG00000013317	ENSCHAT00000030008	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
tnpo1	ENSCHAG00000010519	ENSCHAT00000023105	protein_coding	0	3	0	6	0	0	0	0	3	0	0	0	0	3	3
tnpo1	ENSCHAG00000010519	ENSCHAT00000023211	protein_coding	0	3	0	3	0	0	0	0	3	0	0	0	0	3	0
tnpo1	ENSCHAG00000010519	ENSCHAT00000023236	protein_coding	0	3	0	3	0	0	0	0	2	0	0	0	0	3	1
tnpo1	ENSCHAG00000010519	ENSCHAT00000023260	protein_coding	0	3	0	1	0	0	0	0	1	0	0	0	0	3	0
tnpo1	ENSCHAG00000010519	ENSCHAT00000023316	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3
tns1b	ENSCHAG00000002272	ENSCHAT00000004010	protein_coding	0	1	0	19	1	0	0	3	15	0	0	0	0	1	0
tns1b	ENSCHAG00000002272	ENSCHAT00000004115	protein_coding	0	1	0	19	1	0	0	3	15	0	0	0	0	1	0
tns1b	ENSCHAG00000002272	ENSCHAT00000004202	protein_coding	0	1	0	19	1	0	0	3	15	0	0	0	0	1	0
tns1b	ENSCHAG00000002272	ENSCHAT00000004491	protein_coding	0	1	0	19	1	0	0	3	15	0	0	0	0	1	0
tns1b	ENSCHAG00000002272	ENSCHAT00000005390	protein_coding	0	0	0	20	0	0	0	4	16	0	0	0	0	0	0
tns1b	ENSCHAG00000002272	ENSCHAT00000005450	protein_coding	0	1	0	19	1	0	0	3	15	0	0	0	0	1	0
tns1b	ENSCHAG00000002272	ENSCHAT00000005689	protein_coding	0	1	0	16	1	0	0	3	12	0	0	0	0	1	0
tns1b	ENSCHAG00000002272	ENSCHAT00000005984	protein_coding	0	0	0	17	1	0	0	3	13	0	0	0	0	0	0
tns1b	ENSCHAG00000002272	ENSCHAT00000006518	protein_coding	0	0	0	14	1	0	0	3	9	0	0	0	0	0	1
tomm40l	ENSCHAG00000011996	ENSCHAT00000026799	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
tomm40l	ENSCHAG00000011996	ENSCHAT00000026831	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
tomm5	ENSCHAG00000009006	ENSCHAT00000018825	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
topbp1	ENSCHAG00000005054	ENSCHAT00000010937	protein_coding	0	1	0	12	0	0	0	5	7	0	0	0	0	1	0
topbp1	ENSCHAG00000005054	ENSCHAT00000011054	protein_coding	0	1	0	12	0	0	0	5	7	0	0	0	0	1	0
topbp1	ENSCHAG00000005054	ENSCHAT00000011123	protein_coding	0	1	0	12	0	0	0	5	7	0	0	0	0	1	0
topbp1	ENSCHAG00000005054	ENSCHAT00000011204	protein_coding	0	1	0	12	0	0	0	5	7	0	0	0	0	1	0
topbp1	ENSCHAG00000005054	ENSCHAT00000011277	protein_coding	0	1	0	12	0	0	0	5	7	0	0	0	0	1	0
topbp1	ENSCHAG00000005054	ENSCHAT00000011407	protein_coding	0	1	0	12	0	0	0	5	7	0	0	0	0	1	0
topbp1	ENSCHAG00000005054	ENSCHAT00000011488	protein_coding	0	1	0	12	0	0	0	5	7	0	0	0	0	1	0
tprg1	ENSCHAG00000001439	ENSCHAT00000002292	protein_coding	0	1	0	14	0	0	0	0	11	0	0	0	0	1	3
trim8a	ENSCHAG00000001725	ENSCHAT00000002880	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
trim8a	ENSCHAG00000001725	ENSCHAT00000002912	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
trps1	ENSCHAG00000026398	ENSCHAT00000063231	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	1
trub1	ENSCHAG00000026495	ENSCHAT00000063511	protein_coding	0	1	0	10	0	0	0	2	7	0	0	1	0	1	1
tshba	ENSCHAG00000010920	ENSCHAT00000023799	protein_coding	0	0	0	6	0	0	0	2	1	0	0	0	0	0	3
tspan2a	ENSCHAG00000010824	ENSCHAT00000023530	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
tuba1a	ENSCHAG00000018544	ENSCHAT00000042807	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
tuba1a	ENSCHAG00000018544	ENSCHAT00000042855	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ugt5g2	ENSCHAG00000003618	ENSCHAT00000006435	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	4
uqcrb	ENSCHAG00000001897	ENSCHAT00000003196	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
uqcrb	ENSCHAG00000001897	ENSCHAT00000003223	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
uqcrc1	ENSCHAG00000019228	ENSCHAT00000044998	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
uqcrc1	ENSCHAG00000019228	ENSCHAT00000045754	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
uqcrc1	ENSCHAG00000019228	ENSCHAT00000045837	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
uqcrc1	ENSCHAG00000019228	ENSCHAT00000046065	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
uqcrc1	ENSCHAG00000019228	ENSCHAT00000046075	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
uqcrc1	ENSCHAG00000019228	ENSCHAT00000046175	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
uqcrc1	ENSCHAG00000019228	ENSCHAT00000046229	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
usf2	ENSCHAG00000000793	ENSCHAT00000001467	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
usf2	ENSCHAG00000000793	ENSCHAT00000001584	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
usf2	ENSCHAG00000000793	ENSCHAT00000001672	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
ushbp1	ENSCHAG00000006780	ENSCHAT00000013518	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
utp23	ENSCHAG00000000495	ENSCHAT00000000817	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
vamp1	ENSCHAG00000000544	ENSCHAT00000000879	protein_coding	0	0	0	6	0	0	0	1	1	0	0	0	0	0	4
vps41	ENSCHAG00000004342	ENSCHAT00000008390	protein_coding	0	2	0	17	0	0	0	5	8	0	0	0	0	2	4
vps41	ENSCHAG00000004342	ENSCHAT00000008661	protein_coding	0	2	0	17	0	0	0	5	8	0	0	0	0	2	4
vps41	ENSCHAG00000004342	ENSCHAT00000008784	protein_coding	0	2	0	12	0	0	0	5	3	0	0	0	0	2	4
vps41	ENSCHAG00000004342	ENSCHAT00000008954	protein_coding	0	2	0	14	0	0	0	5	8	0	0	0	0	2	1
vps41	ENSCHAG00000004342	ENSCHAT00000009070	protein_coding	0	2	0	13	0	0	0	5	8	0	0	0	0	2	0
vps41	ENSCHAG00000004342	ENSCHAT00000009100	protein_coding	0	2	0	13	0	0	0	5	8	0	0	0	0	2	0
vps41	ENSCHAG00000004342	ENSCHAT00000009142	protein_coding	0	1	0	14	0	0	0	5	6	0	0	0	0	1	3
wdr36	ENSCHAG00000023457	ENSCHAT00000055562	protein_coding	0	0	0	13	1	0	0	3	6	0	0	0	0	0	3
wdr36	ENSCHAG00000023457	ENSCHAT00000055609	protein_coding	0	1	0	12	1	0	0	3	5	0	0	0	0	1	3
wdr36	ENSCHAG00000023457	ENSCHAT00000055678	protein_coding	0	1	0	12	1	0	0	3	5	0	0	0	0	1	3
wdr36	ENSCHAG00000023457	ENSCHAT00000055717	protein_coding	0	0	0	13	1	0	0	3	6	0	0	0	0	0	3
wdr36	ENSCHAG00000023457	ENSCHAT00000055725	protein_coding	0	1	0	12	1	0	0	3	5	0	0	0	0	1	3
wdr36	ENSCHAG00000023457	ENSCHAT00000055735	protein_coding	0	0	0	11	0	0	0	3	5	0	0	0	0	0	3
wdr44	ENSCHAG00000025750	ENSCHAT00000061504	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	5
wdr44	ENSCHAG00000025750	ENSCHAT00000061513	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	5
wdr44	ENSCHAG00000025750	ENSCHAT00000061526	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
wdr44	ENSCHAG00000025750	ENSCHAT00000061532	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
yy1b	ENSCHAG00000007484	ENSCHAT00000015172	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
yy1b	ENSCHAG00000007484	ENSCHAT00000015186	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zgc:101679	ENSCHAG00000017363	ENSCHAT00000039847	protein_coding	0	0	0	15	0	0	0	6	5	0	0	0	0	0	4
zgc:101679	ENSCHAG00000017363	ENSCHAT00000039866	protein_coding	0	0	0	15	0	0	0	6	5	0	0	0	0	0	4
zgc:101679	ENSCHAG00000017363	ENSCHAT00000039872	protein_coding	0	0	0	15	0	0	0	6	5	0	0	0	0	0	4
zgc:153142	ENSCHAG00000004292	ENSCHAT00000007791	protein_coding	0	0	0	11	2	0	0	3	1	0	0	0	0	0	5
zgc:153441	ENSCHAG00000001786	ENSCHAT00000002991	protein_coding	0	2	1	13	1	0	0	2	8	1	0	1	0	1	3
zgc:163098	ENSCHAG00000025808	ENSCHAT00000061538	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	2
zgc:163098	ENSCHAG00000025808	ENSCHAT00000061549	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
zgc:163098	ENSCHAG00000025808	ENSCHAT00000061553	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
zgc:172339	ENSCHAG00000004136	ENSCHAT00000007480	protein_coding	0	0	1	6	0	0	0	0	2	1	0	0	0	0	4
zgc:198371	ENSCHAG00000008172	ENSCHAT00000016838	protein_coding	0	0	0	6	0	0	0	3	3	0	0	0	0	0	0
zgc:92590	ENSCHAG00000002159	ENSCHAT00000003789	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
znhit1	ENSCHAG00000003213	ENSCHAT00000005568	protein_coding	0	0	0	6	0	0	0	2	1	0	0	0	0	0	3
zswim8	ENSCHAG00000005956	ENSCHAT00000023181	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zswim8	ENSCHAG00000005956	ENSCHAT00000024094	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zswim8	ENSCHAG00000005956	ENSCHAT00000024115	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zswim8	ENSCHAG00000005956	ENSCHAT00000024959	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zswim8	ENSCHAG00000005956	ENSCHAT00000025225	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zswim8	ENSCHAG00000005956	ENSCHAT00000025365	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zswim8	ENSCHAG00000005956	ENSCHAT00000025487	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
zswim8	ENSCHAG00000005956	ENSCHAT00000025572	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
